bodyId_post,KC_type,KC_subtype,n_claws
1171617407,KCg,KCg-d,4
1143332046,KCg,KCg-m,10
1171704378,KCg,KCg-m,6
1172044382,KCg,KCg-m,9
1169999059,KCa'b',KCa'b'-ap1,2
1172053274,KCg,KCg-m,8
1172363878,KCg,KCg-m,10
1172372382,KCg,KCg-m,8
1172372291,KCg,KCg-m,5
1172665846,KCg,KCg-m,10
1172385513,KCg,KCg-m,8
1172670463,KCg,KCg-m,8
1172713514,KCg,KCg-m,7
1172704683,KCg,KCg-m,8
1172730733,KCg,KCg-m,9
1173016042,KCg,KCg-m,6
1173054679,KCg,KCg-m,8
1173067651,KCg,KCg-m,7
1173063302,KCg,KCg-m,7
1173347968,KCa'b',KCa'b'-ap2,3
1173391076,KCg,KCg-m,10
1173072129,KCg,KCg-m,10
1173732234,KCg,KCg-m,7
1173745411,KCg,KCg-m,9
1174077762,KCg,KCg-m,8
1173745220,KCg,KCg-m,10
1174008477,KCg,KCg-m,11
1174384118,KCg,KCg-m,8
908699052,KCab,KCab-m,3
1174712037,KCg,KCg-m,8
1172713521,KCg,KCg-s1(super),25
1200351200,KCa'b',KCa'b'-ap2,5
1200683283,KCa'b',KCa'b'-ap2,4
1200687913,KCa'b',KCa'b'-ap2,6
1173408617,KCg,KCg-m,7
1200351169,KCa'b',KCa'b'-ap2,4
1202060409,KCa'b',KCa'b'-ap1,3
1201028519,KCa'b',KCa'b'-ap1,5
1200700424,KCa'b',KCa'b'-ap2,5
1201032707,KCa'b',KCa'b'-ap1,3
1202673723,KCa'b',KCa'b'-ap2,3
1203433388,KCg,KCg-d,4
1203709763,KCa'b',KCa'b'-m,2
1203424360,KCg,KCg-m,8
1202737975,KCg,KCg-m,7
1203774508,KCg,KCg-d,3
1202410042,KCg,KCg-m,9
1204076441,KCg,KCg-m,9
1204443547,KCg,KCg-m,9
1204124281,KCg,KCg-d,3
1204775735,KCg,KCg-m,8
1204447548,KCg,KCg-m,9
1231718414,KCa'b',KCa'b'-ap2,5
1231735257,KCa'b',KCa'b'-ap2,3
1232654731,KCg,KCg-m,4
1203420037,KCg,KCg-m,9
1203779116,KCg,KCg-d,4
1234472633,KCg,KCg-d,4
1204784216,KCg,KCg-m,9
1234800242,KCg,KCg-m,8
1234809285,KCg,KCg-d,3
1224137476,KCg,KCg-m,8
1233703950,KCab,KCab-s,7
1235115629,KCg,KCg-d,5
1236073998,KCg,KCg-m,6
1224137495,KCg,KCg-s3,7
1236816635,KCg,KCg-m,7
1261989183,KCab,KCab-s,6
1265157632,KCg,KCg-m,9
1265852784,KCg,KCg-d,7
1267164975,KCg,KCg-m,11
1268861712,KCg,KCg-d,1
1267868586,KCg,KCg-d,4
1294465669,KCa'b',KCa'b'-ap2,3
1297556652,KCg,KCg-m,10
1313496027,KCa'b',KCa'b'-ap2,6
1164113870,KCg,KCg-m,9
1297202769,KCg,KCg-m,10
1327831994,KCab,KCab-s,5
1327831724,KCa'b',KCa'b'-m,5
1354411526,KCg,KCg-d,4
1327494939,KCab,KCab-s,5
1388585088,KCab,KCab-p,2
1359212271,KCab,KCab-s,6
1390618359,KCab,KCab-m,7
1390942076,KCab,KCab-s,5
1359553384,KCab,KCab-s,6
1392655948,KCg,KCg-t,8
1420306364,KCab,KCab-m,5
1420651734,KCab,KCab-m,5
1421666260,KCab,KCab-m,5
1420966843,KCab,KCab-s,6
1449670372,KCab,KCab-s,5
1450011431,KCab,KCab-c,5
1451695303,KCab,KCab-m,6
1515418525,KCa'b',KCa'b'-m,4
5812979016,KCg,KCg-m,6
5812979015,KCg,KCg-m,8
5812979069,KCg,KCg-m,8
5812979119,KCg,KCg-d,0
5812979175,KCg,KCg-m,7
5812979128,KCg,KCg-m,10
5812979177,KCg,KCg-m,8
5812979133,KCg,KCg-m,9
5812979371,KCg,KCg-m,7
5812979197,KCg,KCg-m,10
5812979188,KCg,KCg-m,9
5812979314,KCg,KCg-d,1
5812979326,KCg,KCg-m,9
5812979531,KCg,KCg-d,4
5812979187,KCg,KCg-m,9
5812979191,KCg,KCg-m,7
5812979408,KCg,KCg-m,7
5812980192,KCab,KCab-m,3
5812980212,KCab,KCab-m,4
5812980179,KCab,KCab-s,6
5812980207,KCab,KCab-m,6
5812980219,KCab,KCab-m,6
5812980209,KCab,KCab-m,5
5812980393,KC part due to gap,KC part due to gap,4
5812980397,KCab,KCab-s,9
5812980395,KCab,KCab-m,6
5812980404,KCab,KCab-s,7
5812980410,KCab,KCab-m,4
5812980414,KCab,KCab-m,4
5812980426,KCab,KCab-s,6
5812980408,KCab,KCab-s,5
5812980425,KCab,KCab-s,6
5812980398,KCab,KCab-s,6
5812980446,KCab,KCab-m,4
5812980428,KCab,KCab-s,6
5812980448,KCab,KCab-c,4
5812980537,KCg,KCg-m,10
5812980351,KCab,KCab-s,5
5812980555,KCab,KCab-s,4
5812980222,KCab,KCab-m,7
5812980220,KCab,KCab-c,4
5812980379,KCab,KCab-c,1
5812980369,KCab,KCab-m,4
5812980386,KCg,KCg-m,8
5812980376,KCab,KCab-m,3
5812980557,KCab,KCab-m,6
5812980378,KCab,KCab-s,4
5812980561,KCab,KCab-m,5
5812980370,KCab,KCab-c,4
5812980438,KCab,KCab-m,6
5812980432,KCab,KCab-c,4
5812980444,KCab,KCab-s,8
5812980569,KCab,KCab-c,6
5812980579,KCg,KCg-m,10
5812980590,KCab,KCab-c,4
5812980580,KCg,KCg-m,9
5812980597,KCab,KCab-c,3
5812980588,KCg,KCg-m,8
5812980600,KCab,KCab-c,4
5812980594,KCab,KCab-c,4
5812980593,KCab,KCab-m,5
5812980615,KCab,KCab-m,6
5812980611,KCab,KCab-s,4
5812980618,KCab,KCab-s,4
5812980624,KCab,KCab-m,5
5812980787,KCab,KCab-m,7
5812980638,KCg,KCg-m,9
5812980799,KCab,KCab-c,3
5812980803,KCab,KCab-c,2
5812980811,KCab,KCab-s,6
5812980802,KCab,KCab-c,5
5812980806,KCab,KCab-m,6
5812980796,KCg,KCg-m,11
5812980813,KCg,KCg-m,8
5812980599,KCab,KCab-m,6
5812980931,KCab,KCab-s,7
5812980892,KCab,KCab-m,5
5812980934,KCg,KCg-m,8
5812980940,KCab,KCab-p,1
5812980944,KCab,KCab-s,6
5812980947,KCab,KCab-m,7
5812980973,KCg,KCg-m,8
5812980965,KCab,KCab-c,6
5812980992,KCg,KCg-m,8
5812981038,KCg,KCg-m,7
5812981039,KCab,KCab-m,4
5812981042,KCab,KCab-m,5
5812981068,KCa'b',KCa'b'-ap2,7
5812981046,KCg,KCg-t,4
5812981071,KCa'b',KCa'b'-m,4
5812981072,KCa'b',KCa'b'-m,4
5812981109,KCab,KCab-c,4
5812981106,KCab,KCab-s,7
5812981086,KCab,KCab-s,7
5812981104,KCab,KCab-m,6
5812981136,KCab,KCab-s,5
5812981127,KCab,KCab-m,5
5812981141,KCg,KCg-m,9
5812981142,KCg,KCg-m,9
5812981148,KCg,KCg-m,9
5812981153,KCg,KCg-m,9
5812981154,KCg,KCg-m,8
5812981164,KCa'b',KCa'b'-ap1,3
5812981160,KCg,KCg-m,10
5812981227,KCg,KCg-m,9
5812981270,KCa'b',KCa'b'-ap2,4
5812981274,KCa'b',KCa'b'-ap2,6
5812981277,KCa'b',KCa'b'-ap2,4
5812981275,KCa'b',KCa'b'-ap2,2
5812981290,KCa'b',KCa'b'-ap2,3
5812981279,KCa'b',KCa'b'-ap2,7
5812981308,KCa'b',KCa'b'-m,3
5812981318,KCa'b',KCa'b'-ap2,3
5812981322,KCa'b',KCa'b'-ap2,5
5812981320,KCa'b',KCa'b'-ap2,6
5812981327,KCa'b',KCa'b'-ap2,6
5812981339,KCa'b',KCa'b'-ap1,4
5812981332,KCa'b',KCa'b'-ap1,3
5812979121,KCg,KCg-t,7
5812981333,KCa'b',KCa'b'-ap2,5
5812981341,KCa'b',KCa'b'-ap1,4
5812981340,KCa'b',KCa'b'-ap1,4
5812981361,KCa'b',KCa'b'-ap2,4
5812981379,KCab,KCab-s,6
5812981373,KCa'b',KCa'b'-ap2,6
5812981390,KCab,KCab-m,6
5812981400,KCa'b',KCa'b'-m,5
5812981399,KCa'b',KCa'b'-m,4
5812981401,KCa'b',KCa'b'-m,7
5812979176,KCg,KCg-m,7
5812981432,KCg,KCg-m,10
5812981441,KCg,KCg-m,8
5812981467,KCg,KCg-m,7
5812981553,KCa'b',KCa'b'-m,4
5812981563,KCa'b',KCa'b'-ap2,6
5812981564,KCa'b',KCa'b'-m,3
5812981348,KCa'b',KCa'b'-ap1,3
5812981569,KCa'b',KCa'b'-m,4
5812981570,KCa'b',KCa'b'-m,3
5812981578,KCa'b',KCa'b'-m,6
5812981581,KCa'b',KCa'b'-ap2,6
5812981586,KCa'b',KCa'b'-ap2,3
5812981590,KCa'b',KCa'b'-m,4
5812981582,KCa'b',KCa'b'-ap2,5
5812981602,KCa'b',KCa'b'-ap2,4
5812981607,KCab,KCab-s,7
5812981618,KCab,KCab-s,5
5812981619,KCab,KCab-m,5
5812981616,KCg,KCg-m,11
5812981667,KCab,KCab-m,5
5812981654,KCab,KCab-c,5
5812981669,KCab,KCab-m,3
5812981643,KCab,KCab-p,3
5812981670,KCab,KCab-s,8
5812981671,KCab,KCab-m,8
5812981679,KCab,KCab-s,7
5812981676,KCab,KCab-s,7
5812981673,KCab,KCab-s,7
5812981689,KCa'b',KCa'b'-m,5
5812981690,KCab,KCab-m,5
5812981680,KCab,KCab-p,1
5812981702,KCg,KCg-m,8
5812981703,KCg,KCg-m,10
5812981704,KCg,KCg-m,11
5812981706,KCg,KCg-m,11
5812981717,KCg,KCg-m,9
5812981797,KCa'b',KCa'b'-m,5
5812981796,KCa'b',KCa'b'-m,6
5812981800,KCa'b',KCa'b'-m,6
5812981816,KCa'b',KCa'b'-m,5
5812981858,KCa'b',KCa'b'-ap1,5
5812981853,KCab,KCab-m,6
5812981924,KCg,KCg-m,9
5812981947,KC part due to gap,KC part due to gap,5
5812981944,KCab,KCab-s,5
5812981932,KCg,KCg-m,10
5812981943,KCab,KCab-s,5
5812981962,KC part due to gap,KC part due to gap,5
5812981960,KCa'b',KCa'b'-m,5
5812981961,KCa'b',KCa'b'-ap2,4
5812981951,KCg,KCg-m,9
5812981970,KCab,KCab-c,2
5812981965,KCab,KCab-c,3
5812981971,KCab,KCab-s,5
5812981950,KCab,KCab-m,7
5812981978,KCa'b',KCa'b'-m,5
5812981986,KCg,KCg-m,10
5812981990,KCg,KCg-m,8
5812982000,KCg,KCg-m,9
5812982011,KCy(half),KCy(half),15
5812982017,KCg,KCg-m,9
5812982012,KCab,KCab-m,6
5812981989,KCg,KCg-t,7
5812982088,KCa'b',KCa'b'-m,4
5812982087,KCa'b',KCa'b'-m,4
5812982149,KCa'b',KCa'b'-m,6
5812982086,KCa'b',KCa'b'-m,3
5812982154,KCg,KCg-m,9
5812982145,KCa'b',KCa'b'-m,4
5812982162,KCab,KCab-m,6
5812982168,KCg,KCg-m,10
5812982177,KCab,KCab-m,5
5812982198,KC part due to gap,KC part due to gap,4
5812982200,KC part due to gap,KC part due to gap,1
5812982192,KCab,KCab-m,5
5812982204,KCab,KCab-c,5
5812982211,KCab,KCab-m,4
5812982205,KCg,KCg-m,9
5812982252,KCg,KCg-m,6
5812982316,KCab,KCab-m,4
5812982220,KCg,KCg-m,8
5812982273,KCg,KCg-m,9
5812982216,KCg,KCg-m,11
5812982328,KCg,KCg-m,12
5812982329,KCa'b',KCa'b'-m,5
5812982350,KCa'b',KCa'b'-ap1,2
5812982371,KCg,KCg-m,7
