source,target,weight,source_cell_class,source_cell_type,source_hemibrain_type,source_side,target_cell_class,target_cell_type,target_hemibrain_type,target_side
720575940624057853,720575940610393842,20.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940627160322,720575940610393842,10.0,ALPN,,DC2_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940622785062,720575940610393842,1.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940611372714,720575940610393842,10.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940621185050,720575940610393842,2.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940610410609,48.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628739560,720575940610410609,5.0,ALPN,,VC2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940614727903,720575940610410609,6.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940625784153,720575940610410609,12.0,ALPN,,VA7l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940610529656,4.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940610529656,3.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940640697808,720575940610529656,8.0,ALPN,,VM2_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940614727903,720575940610529656,2.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940628181520,720575940610529656,11.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940618308825,720575940610543257,24.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940637056887,720575940610543257,8.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940640804853,720575940610543257,15.0,ALPN,,VA1d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618295454,720575940610543257,16.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940624057853,720575940610543257,14.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940611372714,720575940610543257,10.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940610609075,13.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940640804853,720575940610609075,2.0,ALPN,,VA1d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940644961588,720575940610609075,1.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940624057853,720575940610609075,9.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940631328104,720575940610609075,1.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940608845525,720575940610609075,12.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940617207185,720575940610609075,17.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940620465904,720575940610609075,7.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940621185050,720575940610609075,15.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940610614757,9.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940637056887,720575940610614757,10.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940627480586,720575940610614757,17.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618295454,720575940610614757,17.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940610617317,26.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940619902598,720575940610617317,12.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940638633535,720575940610617317,11.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940627480586,720575940610617317,1.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940610617317,19.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940615394719,720575940610617317,10.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940648650884,720575940610617317,14.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628077568,720575940610617317,10.0,ALPN,,VM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940613419695,720575940610617317,4.0,ALPN,,DC3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940610618341,7.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940630024566,720575940610618341,1.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940614727903,720575940610618341,1.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940612284569,720575940610618341,8.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,KCab,KCab-c,left
720575940628467611,720575940610618341,15.0,ALPN,,VL2p_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940640398477,720575940610618341,1.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940608970197,720575940610618341,2.0,ALPN,,DA4l_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940611079236,720575940610618341,7.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623444715,720575940610618341,5.0,ALPN,,VM1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940624515571,720575940610618341,1.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940644258327,720575940610618341,1.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940619838912,720575940610618341,6.0,ALPN,,VA5_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940610649464,10.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940610752068,720575940610649464,4.0,ALPN,"(M_adPNm4,M_adPNm5)b","M_adPNm4,M_adPNm5",left,Kenyon_Cell,KCab,KCab-c,left
720575940613345442,720575940610649464,17.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940614309535,720575940610649464,10.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940640032896,720575940610649464,23.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940610841074,7.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940637056887,720575940610841074,2.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940610841074,5.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630770042,720575940610841074,11.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940618308825,720575940610901234,9.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940610901234,12.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940629926159,720575940610901234,1.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630770042,720575940610901234,12.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940628181520,720575940610901234,8.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940618308825,720575940611059609,1.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940637056887,720575940611059609,8.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940622368792,720575940611059609,13.0,ALPN,,DL1_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940628316047,720575940611059609,1.0,ALPN,,DL2d_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940615394719,720575940611059609,1.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940618308825,720575940611263090,23.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940603985952,720575940611263090,22.0,ALPN,,D_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940614727903,720575940611263090,4.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940629097922,720575940611263090,1.0,ALPN,,VA1v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940614309535,720575940611263090,15.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940620551259,720575940611263090,9.0,ALPN,"(M_adPNm4,M_adPNm5)c","M_adPNm4,M_adPNm5",left,Kenyon_Cell,KCab,KCab-m,left
720575940638719104,720575940611263090,13.0,ALPN,,DA2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940621185050,720575940611263090,4.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940611327254,5.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940637056887,720575940611327254,4.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940628739560,720575940611327254,2.0,ALPN,,VC2_lPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940624515571,720575940611327254,4.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940618308825,720575940611330070,10.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940619902598,720575940611330070,21.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940630770042,720575940611330070,1.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940611079236,720575940611330070,13.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940619337536,720575940611330070,12.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940613419695,720575940611330070,9.0,ALPN,,DC3_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940644258327,720575940611330070,12.0,ALPN,,DM5_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940611471090,21.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640697808,720575940611471090,15.0,ALPN,,VM2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940618295454,720575940611471090,14.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,,KCg-m,left
720575940612284569,720575940611471090,13.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,,KCg-m,left
720575940631328104,720575940611471090,10.0,ALPN,,DM6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640971995,720575940611471090,20.0,ALPN,,VM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940611592154,19.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940637056887,720575940611592154,13.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940638633535,720575940611592154,3.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940618295454,720575940611592154,20.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940628283560,720575940611592154,12.0,ALPN,,VA1v_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940618308825,720575940611611285,15.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940637056887,720575940611611285,15.0,ALPN,,DC1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940631930828,720575940611611285,15.0,ALPN,,DA4m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613419695,720575940611611285,10.0,ALPN,,DC3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627708688,720575940611611285,10.0,ALPN,,DL4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940633804212,720575940611611285,17.0,ALPN,,D_adPN,left,Kenyon_Cell,,KCg-m,left
720575940625368976,720575940611611285,5.0,ALPN,"(M_lPNm12,M_lPNm13)b","M_lPNm12,M_lPNm13",left,Kenyon_Cell,,KCg-m,left
720575940629346103,720575940611611285,1.0,ALPN,"(M_lPNm12,M_lPNm13)b","M_lPNm12,M_lPNm13",left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940611702165,6.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940604431584,720575940611702165,14.0,ALPN,,VA3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627772009,720575940611702165,18.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940631328104,720575940611702165,18.0,ALPN,,DM6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617179451,720575940611702165,13.0,ALPN,,VM2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619928429,720575940611702165,9.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940635933119,720575940611702165,5.0,ALPN,,VC4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940611837041,9.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940637056887,720575940611837041,5.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940611837041,4.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630024566,720575940611837041,2.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630770042,720575940611837041,12.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940618308825,720575940611873242,12.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940644961588,720575940611873242,4.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940630770042,720575940611873242,30.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940608845525,720575940611873242,2.0,ALPN,VC5_lvPN,VC3m_lvPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940648650884,720575940611873242,19.0,ALPN,,DP1l_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940618308825,720575940611983322,23.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940636873791,720575940611983322,34.0,ALPN,,VA6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940612284569,720575940611983322,10.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,,KCg-m,left
720575940624057853,720575940611983322,25.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617179451,720575940611983322,40.0,ALPN,,VM2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940625784153,720575940611983322,20.0,ALPN,,VA7l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613419695,720575940611983322,3.0,ALPN,,DC3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940630093051,720575940611983322,1.0,ALPN,,M_vPNml68,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940612031411,7.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940612031411,1.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618295454,720575940612031411,17.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940614727903,720575940612031411,8.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940617668747,720575940612031411,2.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940612031411,1.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628467611,720575940612031411,7.0,ALPN,,VL2p_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940611022515,720575940612031411,26.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940612079853,2.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940614727903,720575940612079853,1.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940615394719,720575940612079853,9.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940617207185,720575940612079853,10.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940614309535,720575940612079853,17.0,ALPN,,DA1_lPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940611372714,720575940612079853,9.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,KCab,KCab-s,left
720575940618308825,720575940612194983,30.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940612194983,25.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940627480586,720575940612194983,13.0,ALPN,,VM3_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940617668747,720575940612194983,21.0,ALPN,,VA4_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628316047,720575940612194983,7.0,ALPN,,DL2d_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940612194983,24.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940612231282,1.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940623528925,720575940612231282,25.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940630024566,720575940612231282,22.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940638633535,720575940612231282,2.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940656090017,720575940612231282,19.0,ALPN,,VA3_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940614727903,720575940612231282,1.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940630770042,720575940612231282,5.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940625784153,720575940612231282,16.0,ALPN,,VA7l_adPN,left,Kenyon_Cell,KCab,KCab-c,left
720575940618308825,720575940612344293,10.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940637056887,720575940612344293,6.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940603985952,720575940612344293,7.0,ALPN,,D_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618295454,720575940612344293,15.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940636873791,720575940612344293,15.0,ALPN,,VA6_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940624057853,720575940612344293,7.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940631328104,720575940612344293,21.0,ALPN,,DM6_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940617207185,720575940612344293,11.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940627844734,720575940612344293,11.0,ALPN,,D_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940612680818,5.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628739560,720575940612680818,8.0,ALPN,,VC2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940618295454,720575940612680818,1.0,ALPN,,VL2a_adPN,left,Kenyon_Cell,,KCg-m,left
720575940636873791,720575940612680818,15.0,ALPN,,VA6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940614727903,720575940612680818,3.0,ALPN,,DM3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940616079035,720575940612680818,3.0,ALPN,,DL1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627160322,720575940612680818,21.0,ALPN,,DC2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940619411147,720575940612680818,11.0,ALPN,,VP1m_l2PN,left,Kenyon_Cell,,KCg-m,left
720575940637009636,720575940612680818,1.0,ALPN,,VA5_lPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940612910486,30.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940638633535,720575940612910486,20.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630546540,720575940612910486,16.0,ALPN,,V_ilPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940627772009,720575940612910486,16.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940611079236,720575940612910486,17.0,ALPN,,VA2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940612924054,14.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940623528925,720575940612924054,17.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940638633535,720575940612924054,2.0,ALPN,,DM2_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940621256212,720575940612924054,13.0,ALPN,,VM7v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940611022515,720575940612924054,11.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628181520,720575940612924054,17.0,ALPN,,DL2v_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940612930710,38.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940640697808,720575940612930710,23.0,ALPN,,VM2_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940628316047,720575940612930710,17.0,ALPN,,DL2d_adPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940630770042,720575940612930710,13.0,ALPN,,DM1_lPN,left,Kenyon_Cell,KCab,KCab-m,left
720575940618308825,720575940613049315,23.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940637056887,720575940613049315,17.0,ALPN,,DC1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940636873791,720575940613049315,24.0,ALPN,,VA6_adPN,left,Kenyon_Cell,,KCg-m,left
720575940612284569,720575940613049315,18.0,ALPN,,VP1d+VP4_l2PN1,left,Kenyon_Cell,,KCg-m,left
720575940619928429,720575940613049315,18.0,ALPN,VC3_adPN,VC3l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640032896,720575940613049315,14.0,ALPN,,DM5_lPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940613197608,3.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940622368792,720575940613197608,1.0,ALPN,,DL1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940624057853,720575940613197608,25.0,ALPN,VM6_adPN,VC5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628467611,720575940613197608,25.0,ALPN,,VL2p_adPN,left,Kenyon_Cell,,KCg-m,left
720575940640971995,720575940613197608,7.0,ALPN,,VM4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940608970197,720575940613197608,8.0,ALPN,,DA4l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940616079035,720575940613197608,1.0,ALPN,,DL1_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627245585,720575940613197608,1.0,ALPN,,VP4_vPN,left,Kenyon_Cell,,KCg-m,left
720575940639680957,720575940613197608,28.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,,KCg-m,left
720575940638719104,720575940613197608,10.0,ALPN,,DA2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940613257664,21.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628739560,720575940613257664,36.0,ALPN,,VC2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940617207185,720575940613257664,15.0,ALPN,,DL5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940610752068,720575940613257664,3.0,ALPN,"(M_adPNm4,M_adPNm5)b","M_adPNm4,M_adPNm5",left,Kenyon_Cell,,KCg-m,left
720575940627708688,720575940613257664,1.0,ALPN,,DL4_adPN,left,Kenyon_Cell,,KCg-m,left
720575940620068518,720575940613257664,12.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940613301410,13.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940638633535,720575940613301410,13.0,ALPN,,DM2_lPN,left,Kenyon_Cell,,KCg-m,left
720575940625431866,720575940613301410,1.0,ALPN,,VM5v_adPN,left,Kenyon_Cell,,KCg-m,left
720575940611079236,720575940613301410,11.0,ALPN,,VA2_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617207185,720575940613301410,8.0,ALPN,,DL5_adPN,left,Kenyon_Cell,,KCg-m,left
720575940627844734,720575940613301410,10.0,ALPN,,D_adPN,left,Kenyon_Cell,,KCg-m,left
720575940635082871,720575940613301410,14.0,ALPN,,VM5d_adPN,left,Kenyon_Cell,,KCg-m,left
720575940628077568,720575940613301410,15.0,ALPN,,VM1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940620068518,720575940613301410,9.0,ALPN,,VA7m_lPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940613337640,9.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940637056887,720575940613337640,1.0,ALPN,,DC1_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940617207185,720575940613337640,3.0,ALPN,,DL5_adPN,left,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,left
720575940618308825,720575940613622312,3.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940623528925,720575940613622312,5.0,ALPN,,DM4_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940614727903,720575940613622312,2.0,ALPN,,DM3_adPN,left,Kenyon_Cell,KCapbp-m,KCa'b'-m,left
720575940618308825,720575940613897890,19.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,,KCg-m,left
720575940617668747,720575940613897890,31.0,ALPN,,VA4_lPN,left,Kenyon_Cell,,KCg-m,left
720575940608970197,720575940613897890,11.0,ALPN,,DA4l_adPN,left,Kenyon_Cell,,KCg-m,left
720575940613345442,720575940613897890,28.0,ALPN,,DA1_lPN,left,Kenyon_Cell,,KCg-m,left
720575940630131663,720575940613897890,8.0,ALPN,,DC3_adPN,left,Kenyon_Cell,,KCg-m,left
720575940618308825,720575940613909555,12.0,ALPN,,DP1m_adPN,left,Kenyon_Cell,KCab,KCab-s,left
